"WMO306CD_efrs","QualityFlagSysURL_efrs","Path_e","Name_e","Definition_e"
"192","","\Atmosphere\Gas\Greenhouse Gas\CH4","CH4","1D variable colloquially referred to as &ldquo wave spectrum&rdquo. Describes the wave energy in each frequency band (e.g. 25 frequency bands) regardless of the direction of propagation "
"193","","\Atmosphere\Gas\Greenhouse Gas\CH4 [C-13]","CH4 [C-13]",NA
"217","","\Atmosphere\Pressure\Characteristic of pressure tendency","Characteristic of pressure tendency",NA
"282","","\Atmosphere\Gas\Reactive Gas\CHBr3 (bromoform)","CHBr3 (bromoform)",NA
"283","","\Atmosphere\Gas\Reactive Gas\CHCl3 (chloroform)","CHCl3 (chloroform)",NA
"537","","\Atmosphere\Gas\Greenhouse Gas\HCFCs\CHClF2 (chlorodifluoromethane, HCFC-22)","CHClF2 (chlorodifluoromethane, HCFC-22)",NA
"562","","\Atmosphere\Gas\Greenhouse Gas\HFCs\CHF3 (trifluoromethane, HFC-23)","CHF3 (trifluoromethane, HFC-23)",NA
"539","","\Atmosphere\Total Atmospheric Deposition\Inorganic anions\Chloride (Cl-)","Chloride (Cl-)",NA
"614","","\Atmosphere\Aerosol\Composition\Inorganic anions\Chloride (Cl-), PM1","Chloride (Cl-), PM1",NA
"615","","\Atmosphere\Aerosol\Composition\Inorganic anions\Chloride (Cl-), PM10","Chloride (Cl-), PM10",NA
"616","","\Atmosphere\Aerosol\Composition\Inorganic anions\Chloride (Cl-), PM2.5","Chloride (Cl-), PM2.5",NA
"617","","\Atmosphere\Aerosol\Composition\Inorganic anions\Chloride (Cl-), total aerosol","Chloride (Cl-), total aerosol",NA
"71","","\Ocean\Biology\Chlorophyll concentration ","Chlorophyll concentration ","Indicator of living phytoplankton biomass, extracted from ocean colour observation. Uncertainty is expressed in mg/m<sup>3</sup> for a given concentration of 1 mg/m<sup>3</sup> ."
"669","","\Atmosphere\Aerosol\Composition\Organic anions\CHO2- (HCOO-, formate), in aerosol","CHO2- (HCOO-, formate), in aerosol",NA
"600","","\Atmosphere\Total Atmospheric Deposition\Trace elements\Chromium (Cr)","Chromium (Cr)",NA
"690","","\Atmosphere\Aerosol\Composition\Trace elements\Chromium (Cr), total aerosol","Chromium (Cr), total aerosol",NA
"286","","\Atmosphere\Gas\Reactive Gas\ClO (chlorine monoxide)","ClO (chlorine monoxide)",NA
"392","","\Atmosphere\Gas\Reactive Gas\Nitrogen containing compounds\ClONO2 (chlorine nitrate)","ClONO2 (chlorine nitrate)",NA
"179","","\Atmosphere\Clouds\Cloud amount","Cloud amount",NA
"180","","\Atmosphere\Clouds\Cloud cover","Cloud cover",NA
"181","","\Atmosphere\Clouds\Cloud drop effective radius","Cloud drop effective radius","Size distribution of liquid water drops, assimilated to spheres of the same volume. Considered as both a 3D field throughout the troposphere and a 2D field at the top of cloud surface."
"182","","\Atmosphere\Clouds\Cloud hydrometeor concentration","Cloud hydrometeor concentration",NA
"327","","\Atmosphere\Clouds\Ice\Cloud ice","Cloud ice","3D field of atmospheric water in the solid phase (precipitating or not). "
"329","","\Atmosphere\Clouds\Ice\Cloud ice effective radius","Cloud ice effective radius","Size distribution of ice particles, assimilated to spheres of the same volume. Considered as both a 3D field throughout the troposphere and a 2D field at the top of cloud surface"
"328","","\Atmosphere\Clouds\Ice\Cloud ice (total column)","Cloud ice (total column)","Field of atmospheric water in the solid phase (precipitating or not) as total column."
"373","","\Atmosphere\Clouds\Liquid water\Cloud liquid water (CLW)","Cloud liquid water (CLW)","3D field of atmospheric water in the liquid phase (precipitating or not)."
"374","","\Atmosphere\Clouds\Liquid water\Cloud liquid water (CLW, total column)","Cloud liquid water (CLW, total column)","Field of atmospheric water in the liquid phase (precipitating or not)."
"506","","\Atmosphere\Clouds\Optical properties\Cloud optical depth","Cloud optical depth","Effective depth of a cloud from the viewpoint of radiation propagation. OD = exp(-K.&Deltaz) where K is the extinction coefficient [km<sup>-1</sup> ] and &Delta z the vertical path [km] between the base and the top of the cloud"
"10016","","\Atmosphere\Clouds","Clouds",NA
"284","","\Atmosphere\Gas\Reactive Gas\CO","CO",NA
"194","","\Atmosphere\Gas\Greenhouse Gas\CO2","CO2",NA
"195","","\Atmosphere\Gas\Greenhouse Gas\CO2 [C-13]","CO2 [C-13]",NA
"220","","\Atmosphere\Radionuclide\CO2 [C-14]","CO2 [C-14]",NA
"422","","\Terrestrial\Land surface\Greenhouse Gas\CO2 flux","CO2 flux","Flux of carbon dioxide from the surface to the atmosphere"
"196","","\Atmosphere\Gas\Greenhouse Gas\CO2 [O-18]","CO2 [O-18]",NA
"96","","\Ocean\Topography\Coastal sea level (tide)","Coastal sea level (tide)","Deviation of sea level from local references in coastal zones, caused by local currents and tides (astronomical and wind-induced)."
"232","","\Terrestrial\Land surface\Coastlines","Coastlines","Location of coastlines (Lat/Long)"
"601","","\Atmosphere\Total Atmospheric Deposition\Trace elements\Cobalt (Co)","Cobalt (Co)",NA
"691","","\Atmosphere\Aerosol\Composition\Trace elements\Cobalt (Co), total aerosol","Cobalt (Co), total aerosol",NA
"285","","\Atmosphere\Gas\Reactive Gas\COF2 (difluoromethanal, carbonyl fluoride)","COF2 (difluoromethanal, carbonyl fluoride)",NA
"10002","","\Atmosphere\Aerosol\Composition","Composition",NA
"731","","\Ocean\Basic Physical Properties\Conductivity","Conductivity","Conductivity measured by CTD or MicroCAT"
"602","","\Atmosphere\Total Atmospheric Deposition\Trace elements\Copper (Cu)","Copper (Cu)",NA
"692","","\Atmosphere\Aerosol\Composition\Trace elements\Copper (Cu), PM10","Copper (Cu), PM10",NA
"693","","\Atmosphere\Aerosol\Composition\Trace elements\Copper (Cu), total aerosol","Copper (Cu), total aerosol",NA
"513","","\Outer Space\Energetic particles / solar wind \Particle flux\Cosmic ray neutron flux spectrum","Cosmic ray neutron flux spectrum","Flux density energy spectrum of neutrons from the Sun or as component of the cosmic radiation."
"428","","\Atmosphere\Gas\Reactive Gas\Sulfur containing compounds\COS (OCS, carbon oxide sulfide, carbonyl sulfide)","COS (OCS, carbon oxide sulfide, carbonyl sulfide)",NA
"6","","\Earth\Crustal motion (horizontal and vertical)","Crustal motion (horizontal and vertical)","Changes in time of the position and height of the Earth plates. Indicative of the lithosphere dynamics, thus useful for earthquake prediction - Physical unit: [ mm/y ] - Accuracy unit: [ mm/y ]."
"7","","\Earth\Crustal plates positioning","Crustal plates positioning","Basis for monitoring the evolution of the lithosphere dynamics - Physical unit: [ cm ] - Accuracy unit: [ cm ]."
"429","","\Atmosphere\Gas\Reactive Gas\Sulfur containing compounds\CS2 (Carbon disulfide)","CS2 (Carbon disulfide)",NA
"10071","","\Ocean\Other Gas\CTD","CTD",NA
"10082","","\Ocean\Transmissivity\CTD","CTD",NA
"10065","","\Ocean\Currents","Currents",NA
"732","","\Ocean\Basic Physical Properties\Density","Density","Density measured by CTD"
"627","","\Terrestrial\Land surface\Snow / Ice / Glacier\Snow\Depth of fresh snowfall","Depth of fresh snowfall",NA
"225","","\Atmosphere\Temperature\Dew-point temperature (at specified distance from reference surface)","Dew-point temperature (at specified distance from reference surface)",NA
"70","","\Ocean\Miscellaneous\Diffuse attenuation coefficient (DAC), turbidity","Diffuse attenuation coefficient (DAC), turbidity","Indicator of water turbidity and vertical processes in the ocean, extracted from ocean colour observation."
"571","","\Atmosphere\Radiation\Solar\Diffuse solar radiation","Diffuse solar radiation",NA
"745","","\Ocean\Waves\Directional waves","Directional waves","Waves measured in X,Y,Z directions"
"304","","\Atmosphere\Wind\Direction of cloud movement","Direction of cloud movement",NA
"572","","\Atmosphere\Radiation\Solar\Direct solar radiation","Direct solar radiation",NA
"67","","\Ocean\Miscellaneous\Carbon species\Dissolved inorganic carbon (DIC)","Dissolved inorganic carbon (DIC)","The cumulated concentration of inorganic carbon species (dissolved carbon dioxide, carbonic acid, bicarbonate and carbonate) in solution."
"68","","\Ocean\Miscellaneous\Carbon species\Dissolved organic carbon","Dissolved organic carbon",NA
"69","","\Ocean\Miscellaneous\Nitrogen species\Dissolved organic nitrogen","Dissolved organic nitrogen",NA
"98","","\Ocean\Waves\Dominant wave direction","Dominant wave direction","One feature of the ocean wave spectrum. It is the direction of the most energetic wave in the spectrum - Physical unit: [ degrees ] - Accuracy unit: [ degrees ]."
"99","","\Ocean\Waves\Dominant wave period","Dominant wave period","The period of the most energetic wave in the ocean wave spectrum."
"211","","\Atmosphere\Precipitation\Duration of precipitation","Duration of precipitation",NA
"10013","","\Atmosphere\Aerosol\Physical properties - primary\Dust","Dust",NA
"10022","","\Atmosphere\Dynamics","Dynamics",NA
"10062","","\Earth","Earth",NA
"8","","\Earth\Earth Rotation","Earth Rotation","Rotation velocity of the Earth, determining the length of the day - Physical unit: [Rad/s] - Accuracy unit: [Arcsec/century]."
"183","","\Atmosphere\Clouds\Effective radius of cloud hydrometeors","Effective radius of cloud hydrometeors",NA
"295","","\Atmosphere\Total Atmospheric Deposition\Electric conductivity","Electric conductivity",NA
"115","","\Outer Space\Ionospheric disturbances\Electric Field","Electric Field","Magnitude and direction of the Earth's electriv field"
"116","","\Outer Space\Ionospheric disturbances\Electron Density","Electron Density","3-D field of the electron density in the ionosphere"
"514","","\Outer Space\Energetic particles / solar wind \Particle flux\Electron differential directional flux","Electron differential directional flux","Flux density energy spectrum of low-, medium-, and high-energy electrons from the magnetosphere, the radiation belts or the interplanetary medium, per unit solid angle"
"515","","\Outer Space\Energetic particles / solar wind \Particle flux\Electron flux density","Electron flux density","Flux density of low-, medium-, and high-energy electrons from the magnetosphere, the radiation belts or the interplanetary medium."
"104","","\Outer Space\Energetic particles / solar wind \Electron flux energy spectrum","Electron flux energy spectrum","Flux density energy spectrum of low-, medium-, and high-energy electrons from the magnetosphere, the radiation belts or the interplanetary medium."
"516","","\Outer Space\Energetic particles / solar wind \Particle flux\Electron integral directional flux","Electron integral directional flux","Flux density of low-, medium-, and high-energy electrons from the magnetosphere, the radiation belts or the interplanetary medium, per unit solid angle."
"105","","\Outer Space\Energetic particles / solar wind \Electrostatic charge","Electrostatic charge","Measurement of the electrostatic charge of a satellite accumulated because of the environmental situation."
"623","","\Atmosphere\Aerosol\Composition\Inorganic carbonaceous\Elemental carbon (coarse), PM10","Elemental carbon (coarse), PM10",NA
"624","","\Atmosphere\Aerosol\Composition\Inorganic carbonaceous\Elemental carbon, PM1","Elemental carbon, PM1",NA
"625","","\Atmosphere\Aerosol\Composition\Inorganic carbonaceous\Elemental carbon, PM2.5","Elemental carbon, PM2.5",NA
"10086","","\Outer Space\Energetic particles / solar wind ","Energetic particles / solar wind ",NA
"127","","\Outer Space\Solar monitoring\EUV flux","EUV flux","Radiative flux integrated over the EUV band."
"128","","\Outer Space\Solar monitoring\EUV flux spectrum","EUV flux spectrum","Energy spectrum of the radiative flux measured in the EUV band."
"129","","\Outer Space\Solar monitoring\EUV sky image","EUV sky image","EUV image of the sky"
"510","","\Terrestrial\Land surface\Humidity\Evaporation","Evaporation","Quantity of water evaporated from the soil and plants when the ground is at its natural moisture content."
"521","","\Atmosphere\Visibility\Obscurations\Extinction coefficient","Extinction coefficient",NA
"226","","\Atmosphere\Temperature\Extreme temperature (min, max) (at specified distance from reference surface)","Extreme temperature (min, max) (at specified distance from reference surface)",NA
"10098","","\Terrestrial\Land surface\Fire","Fire",NA
"386","","\Terrestrial\Land surface\Fire\Fire fractional cover","Fire fractional cover","Fraction of a land area where fire is occurring"
"387","","\Terrestrial\Land surface\Fire\Fire radiative power","Fire radiative power","Power radiated by the fire occurring within an area"
"388","","\Terrestrial\Land surface\Fire\Fire temperature","Fire temperature","Temperature of the fire occurring within an area "
"739","","\Ocean\Miscellaneous\Fluorescence (DOM)","Fluorescence (DOM)","Flurometric  colored dissolved Organic matter concentration"
"540","","\Atmosphere\Total Atmospheric Deposition\Inorganic anions\Fluoride (F-)","Fluoride (F-)",NA
"618","","\Atmosphere\Aerosol\Composition\Inorganic anions\Fluoride (F-), total aerosol","Fluoride (F-), total aerosol",NA
"123","","\Outer Space\Ionospheric disturbances\foEs","foEs","The highest ordinary-wave frequency reflected back from a sporadic E layer and observed by an ionosonde."
"124","","\Outer Space\Ionospheric disturbances\foF2","foF2","Critical frequency of the F2 layer of the ionosphere. This critical frequency (f, in MHz) is associated with the electron density (Ne, in cm<sup>-3</sup>): f=9*10<sup>-3</sup>*sqrt(Ne)."
"577","","\Atmosphere\Total Atmospheric Deposition\Organic acid\Formate (HCOO-)","Formate (HCOO-)",NA
"563","","\Terrestrial\Land surface\Radiation\Fraction of Absorbed PAR (FAPAR)","Fraction of Absorbed PAR (FAPAR)","Fraction of PAR absorbed by vegetation (land or marine) for photosynthesis processes (generally around the 'red' )"
"424","","\Terrestrial\Land surface\Vegetation\Fraction of vegetated land","Fraction of vegetated land","Fraction of a land area where vegetation is present"
"330","","\Atmosphere\Clouds\Ice\Freezing level height in clouds","Freezing level height in clouds","Height of the atmospheric layer in cloud where liquid-solid states transform into each other"
"130","","\Outer Space\Solar monitoring\Gamma-ray flux","Gamma-ray flux","Radiative flux integrated over the gamma-ray domain."
"131","","\Outer Space\Solar monitoring\Gamma-ray flux spectrum","Gamma-ray flux spectrum","Energy spectrum of the radiative flux measured in the gamma-ray domain."
"12003","","\Atmosphere\Gas","Gas",NA
"9","","\Earth\Geoid","Geoid","Equipotential surface which would coincide exactly with the mean ocean surface of the Earth, if the oceans were in equilibrium, at rest, and extended through the continents (such as with very narrow channels) - Physical unit: [ cm ] - Accuracy unit: [ cm ]."
"10","","\Earth\Geomagnetic field","Geomagnetic field","Magnitude and direction of the 3D magnetic field on the surface of Earth and within the magnetosphere (i.e., in low-Earth orbit and in geosynchronous orbit)."
"10103","","\Terrestrial\Land surface\Snow / Ice / Glacier\Glacier","Glacier",NA
"610","","\Terrestrial\Land surface\Snow / Ice / Glacier\Glacier\Glacier cover","Glacier cover","Fraction of a land area covered by permanent ice "
"611","","\Terrestrial\Land surface\Snow / Ice / Glacier\Glacier\Glacier motion","Glacier motion","Velocity of the ice measured at the surface of a glacier "
"612","","\Terrestrial\Land surface\Snow / Ice / Glacier\Glacier\Glacier topography","Glacier topography","Map of the height of the glacier surface."
"573","","\Atmosphere\Radiation\Solar\Global solar radiation (downwelling)","Global solar radiation (downwelling)",NA
"574","","\Atmosphere\Radiation\Solar\Global solar radiation (upwelling)","Global solar radiation (upwelling)",NA
"11","","\Earth\Gravity field","Gravity field","Indicative of the statics and dynamics of the lithosphere and the mantle - Physical unit: [ mGal ] where : 1 Gal = 0.01 m.s<sup>-2</sup>"
"12","","\Earth\Gravity gradients","Gravity gradients","Gradient of the Earth¿ gravity field measured at the satellite orbital height - Physical unit: [ E ] , E?tv?s (1 E = 1 mGal / 10 km) - Accuracy unit: [ E ]."
"10023","","\Atmosphere\Gas\Greenhouse Gas","Greenhouse Gas",NA
"10099","","\Terrestrial\Land surface\Greenhouse Gas","Greenhouse Gas",NA
"10115","","\Ocean\Greenhouse Gas","Greenhouse Gas",NA
"10092","","\Terrestrial\Ground water","Ground water",NA
"165","","\Terrestrial\Ground water\Ground water (amount per unit area)","Ground water (amount per unit area)","Amount of water present beneath the ground surface per unit area"
"166","","\Terrestrial\Ground water\Ground water (level)","Ground water (level)",NA
"305","","\Atmosphere\Wind\Gust Speed","Gust Speed",NA
"205","","\Atmosphere\Gas\Other Gas\H2","H2",NA
"287","","\Atmosphere\Gas\Reactive Gas\H2O2 (hydrogen peroxide)","H2O2 (hydrogen peroxide)",NA
"206","","\Atmosphere\Gas\Other Gas\H2O (as a chemical species)","H2O (as a chemical species)","3D field of mole fraction of H<sub>2</sub>O = Water vapour (intended as a chemical species relevant for atmospheric chemistry)."
"10025","","\Atmosphere\Gas\Greenhouse Gas\Halocarbons","Halocarbons",NA
"10026","","\Atmosphere\Gas\Greenhouse Gas\Halon","Halon",NA
"10027","","\Atmosphere\Gas\Greenhouse Gas\HCFCs","HCFCs",NA
"288","","\Atmosphere\Gas\Reactive Gas\HCl (hydrochloric acid)","HCl (hydrochloric acid)",NA
"393","","\Atmosphere\Gas\Reactive Gas\Nitrogen containing compounds\HCN (formonitrile, hydrogen cyanide)","HCN (formonitrile, hydrogen cyanide)",NA
"207","","\Atmosphere\Gas\Other Gas\HDO (as a chemical species)","HDO (as a chemical species)","3D field of mole fraction of HDO = Water vapour (with one hydrogen nucleus replaced by its deuterium isotope) "
"106","","\Outer Space\Energetic particles / solar wind \Heavy ion angular flux energy and mass spectrum","Heavy ion angular flux energy and mass spectrum","Flux density energy and mass spectrum of heavy ions ranging from Helium to Iron, per unit solid angle"
"517","","\Outer Space\Energetic particles / solar wind \Particle flux\Heavy ion differential directional flux","Heavy ion differential directional flux","Flux density of heavy ions (eavier than Helium) per unit solid angle"
"107","","\Outer Space\Energetic particles / solar wind \Heavy ion flux energy and mass spectrum","Heavy ion flux energy and mass spectrum","Flux density energy and mass spectrum of heavy ions ranging from Helium to Iron."
"518","","\Outer Space\Energetic particles / solar wind \Particle flux\Heavy ion integral directional flux","Heavy ion integral directional flux","Flux density of heavy ions ranging from Helium to Iron."
"531","","\Atmosphere\Clouds\Position\Height of cloud base","Height of cloud base",NA
"532","","\Atmosphere\Clouds\Position\Height of cloud top","Height of cloud top",NA
"533","","\Atmosphere\Clouds\Position\Height of inversion","Height of inversion",NA
"132","","\Outer Space\Solar monitoring\Heliospheric image","Heliospheric image","Image of the interplanetary space between the Sun and Earth"
"125","","\Outer Space\Ionospheric disturbances\h'F","h'F","Virtual height of the bottom of the ionospheric F-layer."
"10028","","\Atmosphere\Gas\Greenhouse Gas\HFCs","HFCs",NA
"289","","\Atmosphere\Gas\Reactive Gas\HF (hydrofluoric acid)","HF (hydrofluoric acid)",NA
"126","","\Outer Space\Ionospheric disturbances\hmF2","hmF2","Altitude of the peak density in the ionospheric F2 layer."
"394","","\Atmosphere\Gas\Reactive Gas\Nitrogen containing compounds\HNO3 (nitric acid)","HNO3 (nitric acid)",NA
"12005","","\Atmosphere\Wind\Horizontal wind direction at specified distance from reference surface","Horizontal wind direction at specified distance from reference surface","Horizontal wind direction at specified distance from reference surface"
"12006","","\Atmosphere\Wind\Horizontal wind speed at specified distance from reference surface","Horizontal wind speed at specified distance from reference surface","Horizontal wind speed at specified distance from reference surface"
"10030","","\Atmosphere\Humidity","Humidity",NA
"10100","","\Terrestrial\Land surface\Humidity","Humidity",NA
"10112","","\Terrestrial\Soil\Humidity","Humidity",NA
"251","","\Atmosphere\Humidity\Humidity  (at specified distance from reference surface)","Humidity  (at specified distance from reference surface)",NA
"296","","\Atmosphere\Total Atmospheric Deposition\Hydrogen ion (H+) or pH","Hydrogen ion (H+) or pH",NA
"522","","\Atmosphere\Visibility\Obscurations\Hydrometeor radius","Hydrometeor radius",NA
"523","","\Atmosphere\Visibility\Obscurations\Hydrometeor type","Hydrometeor type",NA
"413","","\Atmosphere\Aerosol\Physical properties - secondary\Hygroscopic growth factor, 110 ¿m equivalent","Hygroscopic growth factor, 110 ¿m equivalent",NA
"414","","\Atmosphere\Aerosol\Physical properties - secondary\Hygroscopic growth factor, 165 ¿m equivalent","Hygroscopic growth factor, 165 ¿m equivalent",NA
"415","","\Atmosphere\Aerosol\Physical properties - secondary\Hygroscopic growth factor, 35 ¿m equivalent","Hygroscopic growth factor, 35 ¿m equivalent",NA
"416","","\Atmosphere\Aerosol\Physical properties - secondary\Hygroscopic growth factor, 50 ¿m equivalent","Hygroscopic growth factor, 50 ¿m equivalent",NA
"417","","\Atmosphere\Aerosol\Physical properties - secondary\Hygroscopic growth factor, 75 ¿m equivalent","Hygroscopic growth factor, 75 ¿m equivalent",NA
"418","","\Atmosphere\Aerosol\Physical properties - secondary\Hygroscopic growth factor, total aerosol","Hygroscopic growth factor, total aerosol",NA
"497","","\Atmosphere\Gas\Reactive Gas\VOC\i-C4H10 (2-methylpropane, iso-butane)","i-C4H10 (2-methylpropane, iso-butane)",NA
"498","","\Atmosphere\Gas\Reactive Gas\VOC\i-C4H8 (2-methylpropene, iso-butene)","i-C4H8 (2-methylpropene, iso-butene)",NA
"499","","\Atmosphere\Gas\Reactive Gas\VOC\i-C5H12 (2-methylbutane, iso-pentane)","i-C5H12 (2-methylbutane, iso-pentane)",NA
"500","","\Atmosphere\Gas\Reactive Gas\VOC\i-C7H16 (2-methylhexane, isoheptane)","i-C7H16 (2-methylhexane, isoheptane)",NA
"10017","","\Atmosphere\Clouds\Ice","Ice",NA
"10078","","\Ocean\Snow / Ice / Glacier\Ice","Ice",NA
"10095","","\Terrestrial\Lake\Snow / Ice / Glacier\Ice","Ice",NA
"10104","","\Terrestrial\Land surface\Snow / Ice / Glacier\Ice","Ice",NA
"10110","","\Terrestrial\River\Snow / Ice / Glacier\Ice","Ice",NA
"613","","\Terrestrial\Land surface\Snow / Ice / Glacier\Ice\Ice sheet topography","Ice sheet topography","Map of ice sheet height over land ."
"725","","\Terrestrial\Lake\Snow / Ice / Glacier\Ice\Ice thickness","Ice thickness",NA
"726","","\Terrestrial\River\Snow / Ice / Glacier\Ice\Ice thickness","Ice thickness",NA
"331","","\Atmosphere\Clouds\Ice\Icing potential","Icing potential","3D field of super-cooled liquid water, enabling the formation of ice coating on an object. "
"10053","","\Atmosphere\Total Atmospheric Deposition\Inorganic acid","Inorganic acid",NA
"10003","","\Atmosphere\Aerosol\Composition\Inorganic anions","Inorganic anions",NA
"10054","","\Atmosphere\Total Atmospheric Deposition\Inorganic anions","Inorganic anions",NA
"10004","","\Atmosphere\Aerosol\Composition\Inorganic carbonaceous","Inorganic carbonaceous",NA
"10005","","\Atmosphere\Aerosol\Composition\Inorganic cations","Inorganic cations",NA
"10055","","\Atmosphere\Total Atmospheric Deposition\Inorganic cations","Inorganic cations",NA
"10006","","\Atmosphere\Aerosol\Composition\Inorganic nitrogen species","Inorganic nitrogen species",NA
"10056","","\Atmosphere\Total Atmospheric Deposition\Inorganic nitrogen species","Inorganic nitrogen species",NA
"44","","\Atmosphere\Integrated air samples","Integrated air samples",NA
"252","","\Atmosphere\Humidity\Integrated water vapour","Integrated water vapour",NA
"212","","\Atmosphere\Precipitation\Intensity of precipitation","Intensity of precipitation",NA
"108","","\Outer Space\Energetic particles / solar wind \Interplanetary magnetic field","Interplanetary magnetic field","Vector magnetic field (3D) in the solar wind.The reference frame is Cartesian or Cylindrical with many different axis orientations. Important in Space Weather to monitor magnetic disturbances of the near earth environment."
"541","","\Atmosphere\Total Atmospheric Deposition\Inorganic anions\Iodide (I-)","Iodide (I-)",NA
"10089","","\Outer Space\Ionospheric disturbances","Ionospheric disturbances",NA
"120","","\Outer Space\Ionospheric disturbances\Ionospheric plasma density","Ionospheric plasma density","Total number of ionized particles in a volume unit of ionospheric plasma"
"121","","\Outer Space\Ionospheric disturbances\Ionospheric plasma velocity","Ionospheric plasma velocity","Velocity of bulk plasma or electrons (depending on measurement technique) as a function of altitude in the ionosphere."
"117","","\Outer Space\Ionospheric disturbances\Ionospheric Radio Absorption","Ionospheric Radio Absorption","Attenuation of a radio wave passing through the lower ionosphere."
"118","","\Outer Space\Ionospheric disturbances\Ionospheric Scintillation","Ionospheric Scintillation","Random fluctuations of radio waves resulting of small scale variations of the ionospheric electron density in space and time."
"119","","\Outer Space\Ionospheric disturbances\Ionospheric Vertical Total Electron Content (VTEC)","Ionospheric Vertical Total Electron Content (VTEC)","Number of electrons between two points."
"10043","","\Atmosphere\Radiation\IR","IR",NA
"603","","\Atmosphere\Total Atmospheric Deposition\Trace elements\Iron (Fe)","Iron (Fe)",NA
"694","","\Atmosphere\Aerosol\Composition\Trace elements\Iron (Fe), total aerosol","Iron (Fe), total aerosol",NA
"221","","\Atmosphere\Radionuclide\Krypton [Kr-85]","Krypton [Kr-85]",NA
"10093","","\Terrestrial\Lake","Lake",NA
"167","","\Terrestrial\Lake\Lake area","Lake area","Aera extent of the surface of a lake"
"168","","\Terrestrial\Lake\Lake level","Lake level","Map of the height of the lake surface."
"410","","\Terrestrial\Lake\Temperature\Lake Surface Temperature","Lake Surface Temperature","Temperature of the lake surface - Physical unit: [ K ] - Accuracy unit: [ K ]."
"236","","\Terrestrial\Land surface\Land cover","Land cover","Processed from land surface imagery by assigning identified cluster(s) within a given area to specific classes of objects - Accuracy expressed as number of classes. Actually [ classes-1 ] is used, so that smaller figure corresponds to better performance, as usual."
"10097","","\Terrestrial\Land surface","Land surface",NA
"389","","\Terrestrial\Land surface\Temperature\Land surface temperature","Land surface temperature","Temperature of the apparent surface of land (bare soil or vegetation) - Physical unit: [ K ] - Accuracy unit: [ K ]."
"237","","\Terrestrial\Land surface\Land surface topography","Land surface topography","Map of land surface heights - Physical unit: [ m ] - Accuracy unit: [ m ]."
"695","","\Atmosphere\Aerosol\Composition\Trace elements\Lanthanum (La), PM2.5","Lanthanum (La), PM2.5",NA
"696","","\Atmosphere\Aerosol\Composition\Trace elements\Lanthanum (La), total aerosol","Lanthanum (La), total aerosol",NA
"604","","\Atmosphere\Total Atmospheric Deposition\Trace elements\Lead (Pb)","Lead (Pb)",NA
"222","","\Atmosphere\Radionuclide\Lead [Pb-210]","Lead [Pb-210]",NA
"697","","\Atmosphere\Aerosol\Composition\Trace elements\Lead (Pb), PM10","Lead (Pb), PM10",NA
"698","","\Atmosphere\Aerosol\Composition\Trace elements\Lead (Pb), total aerosol","Lead (Pb), total aerosol",NA
"425","","\Terrestrial\Land surface\Vegetation\Leaf Area Index (LAI)","Leaf Area Index (LAI)","LAI is the total one-sided area of photosynthetic tissue per unit ground surface area "
"316","","\Atmosphere\Aerosol\Optical properties\Light absorption coefficient, PM1","Light absorption coefficient, PM1",NA
"317","","\Atmosphere\Aerosol\Optical properties\Light absorption coefficient, PM10","Light absorption coefficient, PM10",NA
"318","","\Atmosphere\Aerosol\Optical properties\Light absorption coefficient, total aerosol","Light absorption coefficient, total aerosol",NA
"319","","\Atmosphere\Aerosol\Optical properties\Light backscattering coefficient, PM1","Light backscattering coefficient, PM1",NA
"320","","\Atmosphere\Aerosol\Optical properties\Light backscattering coefficient, PM10","Light backscattering coefficient, PM10",NA
"321","","\Atmosphere\Aerosol\Optical properties\Light backscattering coefficient, total aerosol","Light backscattering coefficient, total aerosol",NA
"10031","","\Atmosphere\Lightning","Lightning",NA
"12002","","\Atmosphere\Lightning\Lightning density cloud-to-ground","Lightning density cloud-to-ground",NA
"431","","\Atmosphere\Lightning\Position\Lightning detection (time and location)","Lightning detection (time and location)","Detection of the time and location (latitude, longitude) of lightning events. Accuracy expressed in terms of Hit Rate and False Alarm Rate, which requires predetermination of a specific distance and time tolerance ."
"432","","\Atmosphere\Lightning\Position\Lightning direction from station","Lightning direction from station",NA
"257","","\Atmosphere\Lightning\Lightning discharge energy","Lightning discharge energy",NA
"258","","\Atmosphere\Lightning\Lightning discharge polarity","Lightning discharge polarity",NA
"259","","\Atmosphere\Lightning\Lightning discharge rates","Lightning discharge rates",NA
"260","","\Atmosphere\Lightning\Lightning discharge type (cloud to cloud, cloud to surface)","Lightning discharge type (cloud to cloud, cloud to surface)",NA
"433","","\Atmosphere\Lightning\Position\Lightning distance from station","Lightning distance from station",NA
"322","","\Atmosphere\Aerosol\Optical properties\Light scattering coefficient, PM1","Light scattering coefficient, PM1",NA
"323","","\Atmosphere\Aerosol\Optical properties\Light scattering coefficient, PM10","Light scattering coefficient, PM10",NA
"324","","\Atmosphere\Aerosol\Optical properties\Light scattering coefficient, total aerosol","Light scattering coefficient, total aerosol",NA
"10018","","\Atmosphere\Clouds\Liquid water","Liquid water",NA
"699","","\Atmosphere\Aerosol\Composition\Trace elements\Lithium (Li), PM2.5","Lithium (Li), PM2.5",NA
"700","","\Atmosphere\Aerosol\Composition\Trace elements\Lithium (Li), total aerosol","Lithium (Li), total aerosol",NA
